50,23,-1
51,33,-1
52,20,-1
52,25,-1
52,26,-1
52,27,-1
52,28,-1
52,29,-1
52,30,-1
52,31,-1
52,32,-1
52,33,-1
52,34,-1
52,35,-1
52,59,-1
52,60,-1
53,20,-1
54,20,-1
54,27,-1
54,28,-1
54,29,-1
54,30,-1
54,31,-1
54,32,-1
54,33,-1
54,34,-1
55,20,-1
55,28,-1
56,20,-1
56,29,-1
57,30,-1
58,31,-1
59,32,-1
60,33,-1
61,34,-1
62,35,-1
63,36,-1
69,42,-1
70,10,-1
70,43,-1
71,10,-1
72,10,-1
73,10,-1
74,10,-1
75,10,-1
76,10,-1
77,8,-1
77,10,-1
78,10,-1
79,10,-1
80,10,-1
81,10,-1
82,10,-1
82,43,-1
83,43,-1
84,10,-1
84,43,-1
85,10,-1
85,11,-1
85,43,-1
86,11,-1
87,11,-1
87,12,-1
87,13,-1
87,14,-1
87,15,-1
87,16,-1
87,17,-1
87,18,-1
87,19,-1
87,20,-1
87,21,-1
87,22,-1
88,22,-1
89,22,-1
90,22,-1
92,17,-1
93,17,-1
